,PUBCHEM_CID,smile_1851,p450-cyp2d6-Potency
4351,11957308,C1CN(CCN1CCO)CCOC2=CC(=CC=C2)Cl.Cl,5.01187
4352,700511,CCN(CC)N=NC1=C2C(=CC(=NC2=NN1)C)C,12.5893
4353,6441916,CC[N+]1=C(OC2=CC=CC=C21)/C=C/NC3=CC=CC=C3.[I-],1.41254
4354,11957309,C1CCN(CC1)CC(=O)NC2=CC(=CC=C2)[N+](=O)[O-].Cl,15.8489
4355,3121220,C1CCC2=C(C1)C3=C(C=C(C=C3)OC4=C(C=C(C=C4[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])OC2=O,11.2202
4356,3154665,C1=CC(=NC(=C1)C(=O)OCC(=O)C2=CC=CS2)C(=O)OCC(=O)C3=CC=CS3,4.46684
4357,1082202,CCSC1=NC2=C(C3=C(S2)C4=CC=CC=C4CC3)C(=O)N1CC=C,11.2202
4358,11957310,CCOC(=O)C[N+]1=C(SC2=C1C=C(C=C2)OC)C.[Br-],12.5893
4359,9594520,C/C(=C\C1=CC=CO1)/C=N/NC(=O)CC2=CC=CS2,14.1254
4360,73222,C1=CC=C(C=C1)C2=C(SC(=N2)N)C3=CC=CC=C3,15.8489
4361,5935482,CC1=CC=C(O1)/C=N\NC2=NC3=C(N2)C=C(C=C3)Cl,3.54813
4362,11957313,CC1=CC=C(C=C1)C2=C(C=CC=N2)OC(=O)C34CC5CC(C3)CC(C5)C4.Cl,22.3872
4363,9566812,C1=CC=C(C=C1)C2C(C2(Cl)Cl)/C=N/NC(=O)C3=CC(=CC=C3)Br,7.07946
4364,11957314,CCCCCCCCC[N+]1=CC=CC2=C1C=CC3=CC=CC=C32.[Br-],0.0707946
4365,1148765,COC1=CC=CC=C1N2CCN(CC2)C(=O)/C=C/C3=CC4=C(C=C3)OCO4,25.1189
4366,1127161,COC(=O)CCC(=O)NC1=CC=CC(=C1)C(=O)NC2=CC(=CC=C2)Cl,22.3872
4367,5759013,C1=CC(=CC(=C1)Br)C(=O)NC2=CC=C(C=C2)C(=O)/C=C/C3=CN=CC=C3,1.99526
4368,6051800,COC(=O)/C(=C\C(=O)C1=CC=CC=C1)/NC2=CC=CC(=C2)C(F)(F)F,25.1189
4369,1119299,C1CCN(CC1)CC(=O)NC2=C(C=C(C=C2)Br)C(=O)C3=CC=CC=C3Cl,11.2202
4370,3153799,CC(C)OC1=CC=C(C=C1)N2CC(CC2=O)C(=O)OCC(=O)NCC3=CC=CC=C3,22.3872
4371,5719921,CC1=C(C2=CC=CC=C2N1)C(=O)/C=C/C3=CC=CC=C3,22.3872
4372,3096963,CC(C)(C)C(=O)NC(C(Cl)(Cl)Cl)NC1=CC=CC2=C1N=CC=C2,15.8489
4373,2976019,CC1=CC2=C(C=C1)N=C(C=C2C(=O)NCCCN3C=CN=C3)C4=CC=CC=C4,5.01187
4374,1619220,C1=CSC(=C1)C(=O)NCC(=O)NCC(=O)OCC2=CC=C(C=C2)Cl,15.8489
4375,768872,C1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=C2C(F)(F)F,15.8489
4376,2294137,C1=CC(=CC(=C1)NC(=O)C2=CC=CO2)NC(=O)CSC3=CC=C(C=C3)Cl,6.30957
4377,838958,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2(CCCC2)C3=CC=CC=C3,3.16228
4378,9593639,CC1=C(N=C(S1)N/N=C/C2=CN=CC=C2)C3=CC=CC=C3,0.794328
4379,3188485,COC1=CC=C(C=C1)C(C(=O)NCC2=CC=CC=C2)N(CC3=CC=CS3)C(=O)C4=NC=CN=C4,31.6228
4380,726336,COC(=O)C1=CC=C(C=C1)NC(=S)NC2CCCCC2,15.8489
4381,2853204,CC1=CC(=C[N+](=C1)CC(=O)C2=CC3=CC=CC=C3OC2=O)C.[Br-],11.2202
4382,1117871,CC1=NC(=C(N1CC2=CC=CC=C2)SC3=NC4=C(N3)C=C(C=C4)OC)[N+](=O)[O-],14.1254
4383,9593109,CCOC1=CC=C(C=C1)/C=N/NC(=O)COC2=CC=CC=C2C3=CC=CC=C3,2.51189
4384,9594507,CC1=CC=C(S1)/C=N/NC(=O)CSC2=NC3=CC=CC=C3N2C,7.07946
4385,3105009,CC1=CC(=C(C=C1)C)NC(=O)C2CC3C4=CC=CC=C4C2C5=CC=CC=C35,0.199526
4386,826461,C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)/C=C/[N+](=O)[O-],15.8489
4387,2864300,CC1=CC=C(O1)C(=O)NCCNC2=C(C=C(C=C2)Cl)[N+](=O)[O-],19.9526
4388,3119020,C1C(N(N=C1C2=CC=CO2)C3=CC=CC=C3)C4=CC=C(C=C4)F,8.91251
4389,5717129,CC[N+]1=C(SC2=CC=CC=C21)/C=C/C=C/N(C3=CC=CC=C3)C(=O)C.[I-],7.94328
4390,5717050,C/C(=N\NC1=CC=C(C=C1)[N+](=O)[O-])/C2=CC(=CC=C2)N,17.7828
4391,3148797,CC1=C(C=CC(=C1)NC(=O)C)OCC(CN2C3=CC=CC=C3C4=CC=CC=C42)O,14.1254
4392,5345040,COC1=CC(=CC(=C1OC)OC)/C=N\NC2=NC3=CC=CC=C3N2,17.7828
4393,9556577,CN(C)C1=CC=C(C=C1)/C=N/NC(=S)NCC2=CC=CC=C2,2.51189
4394,759536,COC1=C(C=C(C=C1)NC2=NC3=CC=CC4=C3C2=CC=C4)OC,3.98107
4395,9586274,CC1(CC2=CC=CC=C2C(=N1)N/N=C/C3=CC(=CC=C3)F)C.Cl,11.2202
4396,3120452,CCOC1=CC(=C(C=C1)N2C(=O)C3C4CCC(C3C2=O)C=C4)[N+](=O)[O-],11.2202
4397,5766359,CC1=C(C2=CC=CC=C2N1)/C=C(\C#N)/C(=O)NC(C)C3=CC=CC=C3,8.91251
4398,11957324,CCN(CC)CC#CCC(C)(C1=CC=CC=C1)C2=CC=CC=C2.Cl,0.891251
4399,675226,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CN=CC=C4,17.7828
4400,3093457,C1=CC=C(C=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC(=CC=C2)Cl,14.1254
4401,6869553,CC1=C(C(=NN1C2=CC=CC=C2)C)/C=N/NC(=O)C3=NNC(=C3)C4=CC=C(S4)Cl,25.1189
4402,840404,CC(C)N1CCC(=NNC(=O)C2=CC=C(O2)Br)CC1,10
4403,852636,CCC1=CC=C(C=C1)NC2=C(C=CC=N2)C#N,19.9526
4404,980180,CCCC(=O)NC1=CC2=C(C=C1)N=C(S2)SCC(=O)NC3=CC(=C(C=C3)N4CCOCC4)Cl,10
4405,1006913,C1=CC=C(C(=C1)C(=O)OCC(=O)NC2=C(C=C(C=C2)Br)F)N,14.1254
4406,5188096,CC1=CC=CC=C1NC(=O)C(C)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,25.1189
4407,6538680,CC1=C(C=C(C=C1)N2C(=O)/C(=C/N3CCN(CC3)C(=O)C4=CC=CO4)/C(=O)NC2=S)C,0.0281838
4408,1800983,COC1=CC(=CC(=C1OC)OC)C2=NN=C(O2)SCC3(OCCO3)C4=CC=C(C=C4)Br,14.1254
4409,3534619,CCC1=CC(=C(S1)NC(=O)C2=CC=CC=C2)C(C3=CC=CC=C3OC)N4CCOCC4,11.2202
4410,1046868,C1CCN(C1)C2=NC=C(C(=N2)C(F)(F)F)C3=NN=NN3C4=CC=CC=C4,12.5893
4411,406791,C1=CC=C(C=C1)N2C(=NN=N2)C3=CNC4=C3C=C(C=C4)Cl,28.1838
4412,1008048,COC1=C(C(=CC(=C1)C(=O)NCC2=CC=CC3=CC=CC=C32)Cl)OC,15.8489
4413,1046838,C1=CC=C(C=C1)N2C(=NN=N2)C3=CN=C(N=C3C(F)(F)F)C4=CN=CC=C4,3.98107
4414,5933290,C1=CC=C(C=C1)N2C=CC=C2/C=N\NC3=NC=C(C=C3)[N+](=O)[O-],4.46684
4415,1225338,CC1=C(C(=C(S1)NC(=O)C2CCCCC2)C#N)C3=CC=CC=C3,7.07946
4416,993397,CC(=O)NC1=C(C=CC(=C1)C(F)(F)F)OC2=CC(=CC=C2)Br,10
4417,6872802,CCOC1=C(C=CC(=C1)/C=N/NC(=O)C2=CC(=CC=C2)[N+](=O)[O-])OS(=O)(=O)C3=CC=CC=C3,1
4418,6876401,CC1=C(C=CC(=C1)/C=N/NC(=O)CC2=CSC(=N2)NC3=CC=CC(=C3)C(F)(F)F)OC,22.3872
4419,2980424,CC(CNCC1=CC=C(C=C1)C2=CC=CC=C2)O.Cl,7.07946
4420,6872980,CC1=CC=CC=C1C(=O)N/N=C/C2=CC=NC=C2,22.3872
4421,11835442,CC1(CC(CC(N1CC(COCCOC2=CC=C(C=C2)Br)O)(C)C)O)C,14.1254
4422,7314901,CC1=CC(=CC=C1)NC(=O)CCSC2=NC(=CC(=N2)C)C,22.3872
4423,1214671,CC1=NN=C(C2=CN(N=C12)C3=CC=CC=C3Cl)C4=CC(=CC=C4)Br,28.1838
4424,11958372,CC1(C(N(C(=S)S1)NC(=O)NC2=CC=CC=C2)N(C(=O)NC3=CC=CC=C3)O)C,25.1189
4425,11958373,COC1=CC=CC=C1OCCN2C(=O)/C(=C/C3=CC=CO3)/SC2=O,14.1254
4426,4065991,CCN1C(=NN=C1SCC(=O)NC2=C(C=CC(=C2)F)C)CNC(=O)COC3=CC=C(C=C3)C(C)C,22.3872
4427,1818166,CCCCCCCCSC1=NN=C(O1)CSC2=NN3C(=CC(=NC3=N2)C)C,28.1838
4428,6412256,CC1=CC=C(C=C1)CSC2=NC3=C(C4=CC=CC=C4NC5(O3)C6=C(C=CC(=C6)F)NC5=O)N=N2,25.1189
4429,6859828,CC1=CC(=C(C=C1C)[N+](=O)[O-])C2=CC=C(O2)/C=N/N3C=NN=C3,11.2202
4430,736368,COC1=CC=C(C=C1)C(=O)C2=C(C3=CC=CC=C3N=C2)C4=CC=CC=C4,31.6228
4431,1589781,CC1=CC(=CC=C1)OCCSCC2=NC3=CC=CC=C3N2,0.281838
4432,11958376,CCN(CCO)CC1=CSC2=C1C(=CC=C2)Br.Cl,15.8489
4433,6876972,COC1=CC=CC=C1/C=N/NC(=O)CC(=O)NC2=CC(=C(C=C2)Cl)Cl,28.1838
4434,5435224,C1=CC=NC(=C1)SC2=CC=C(O2)/C=N\NC(=O)C3=CC(=CC=C3)Br,28.1838
4435,901566,CC1=NC2=C(C=CS2)C(=O)N1C3=CC(=CC=C3)Cl,12.5893
4436,901565,CC1=NC2=C(C=CS2)C(=O)N1C3=CC=CC=C3Cl,14.1254
4437,1046867,CCN1C=C(C(=O)C2=CC=CC=C21)C3=NN=NN3C4=CC=C(C=C4)Cl,11.2202
4438,7285520,C1=CC=C(C=C1)SCCCN2C=NC3=CC=CC=C3C2=O,14.1254
4439,2994115,CC1=CC=C(C=C1)SCCCN2C=NC3=CC=CC=C3C2=O,1
4440,6877462,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N/N=C/C3=CC(=CC=C3)OC,17.7828
4441,2831754,CC1=CC(=CC=C1)NC(=O)C2(CC2(Cl)Cl)C3=CC=CC=C3,17.7828
4442,3761713,CC1=C(C(C2=C(N1)CCCC2=O)C3=C(C=CC(=C3)OC)OC)C(=O)NC4=NC5=CC=CC=C5S4,22.3872
4443,834562,C1=CC=C(C(=C1)CNC2=CC(=C(C=C2)F)Cl)F,17.7828
4444,3482705,C1=CC=C(C=C1)NP(=O)(NC2=CC=CC=C2)OC3=CC(=CC=C3)Cl,15.8489
4445,992681,CCCC1=CC2=C(C=C1NC(=O)C3=CC=C(C=C3)Br)OCO2,0.707946
4446,11958378,C1=CC(=CC=C1CCNCC2=CC(=C(C=C2)Cl)Cl)F.Cl,0.398107
4447,847924,CCCC1=CC2=C(C=C1NC(=O)C3=CC=CC=C3C)OCO2,8.91251
4448,11958379,CCOC1=C(C(=CC(=C1)CNCC2=CC=CS2)Br)OC.Cl,0.125893
4449,700464,COC(=O)C1=C(C=CS1)NC(=O)CSC2=CC=C(C=C2)Cl,15.8489
4450,1218310,CCC(=O)NC1=CC=CC=C1C(=O)OCC(=O)C2=CC=CC3=CC=CC=C32,0.0891251
4451,11958382,CCCCCNCC1=CC(=CC=C1)Br.Cl,1.99526
4452,2978342,CC1=C(C=C(C=C1)NC2=NN=C(C=C2)N3C=CN=C3)C,2.51189
4453,6104810,CC1=CC=C(C=C1)/C=C/C2=NN=C(O2)C3=CC=CS3,25.1189
4454,11842297,CCC(C)C1=CC=C(C=C1)NC2=C(C=CC=N2)C#N,28.1838
4455,833649,C1=CC=C(C=C1)CCC2=NN=C(O2)C3=C(C=C(C=C3)Cl)Cl,11.2202
4456,11958384,CCCCCCNCC1=CC(=CC=C1)Br.Cl,1.99526
4457,847906,CCCC1=CC2=C(C=C1NC(=O)C3=CC=CC=C3Cl)OCO2,28.1838
4458,1214668,CC1=NN=C(C2=CN(N=C12)C3=CC=C(C=C3)Br)C4=CC(=CC=C4)Br,12.5893
4459,11958386,CCOC1=C(C(=CC(=C1)CNCCO)Br)OCC2=CC=CC=C2Cl.Cl,4.46684
4460,4326203,CCN1CCN(CC1)C(C2=CC=CC=N2)C3=C(SC(=C3C)C)NC(=O)C4=CC=CC=C4,14.1254
4461,11836085,CC(=O)C1=CC2=C(C=C1N/C=C\C3=NN=NN3C4=CC=C(C=C4)Br)OCO2,0.794328
4462,6874046,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=CC=NN2)COC3=CC=C(C=C3)Cl,25.1189
4463,1221964,CN1CCN(CC1)NC(=O)C2=CC=C(C=C2)F,7.94328
4464,1803629,CCOC1=C(C=C(C=C1Cl)C(=O)NC2=CC=CC=C2C3=CC=CC=C3)Cl,0.0125893
4465,5103771,CCN1C2=C(C=C(C=C2)N=C3N(C(=O)C(S3)CC(=O)NC4=CC=CC=C4)C)C5=CC=CC=C51,7.07946
4466,6512916,C\1CN2C(=NC3=CC=CC=C3C2=O)/C1=C/C4=CC=CC=C4[N+](=O)[O-],5.01187
4467,135510981,CCCCN1C(=C(C(=O)N(C1=O)CC=C)C=NC2=CC(=CC=C2)[N+](=O)[O-])O,12.5893
4468,9603177,CCCCCC1CC1C(=O)N/N=C/C2=CC=C(C=C2)N(C)C,3.54813
4469,5866333,C1=CC=C(C=C1)/C=C/C2=NN=C(O2)C3=CC=CS3,22.3872
4470,11958389,CCCCCNCC1=CC=C(C=C1)Br.Cl,1
4471,5823347,CC1=CC=C(C=C1)/C=C/C(=O)C2=NC3=CC=CC=C3N2,28.1838
4472,11958390,C1=CC(=CC(=C1)Cl)CNCCC2=CC=C(C=C2)F.Cl,0.794328
4473,4687157,C1C(C(=O)N(C1=O)CC(C2=CC=CC=C2)C3=CC=CC=C3)SCC(=O)NC4=CC=C(C=C4)Cl,1.99526
4474,135437664,CN1C2=CC=CC=C2N=C1N/N=C/C3=CNC4=CC=CC=C43,7.94328
4475,999091,CC1=CC(=NN1CC(=O)NNC(=S)NC2=CC=C(C=C2)F)[N+](=O)[O-],0.00562341
4476,4227795,CCCOC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=C2)C4=NNC(=S)N4CC,6.30957
4477,11958404,CCN1C(=C2C=CC(=CC2=N1)C(=O)N[C@H](C)C3CCCCC3)OCC,10
4478,11958414,CCCCN1C(=C2C=CC(=CC2=N1)C(=O)NCCCCC3=CC=CC=C3)OCC,3.98107
4479,11958418,CCCN1C(=C2C=CC(=CC2=N1)C(=O)NC3CCCC4=CC=CC=C34)OCC,25.1189
4480,11958422,CCOC1=C2C=CC(=CC2=NN1C)C(=O)NCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,19.9526
4481,6401820,C1=CC=C(C=C1)NC(=O)CSC2=NC3=C(C4=CC=CC=C4C5=CC=CC=C53)N=N2,7.94328
4482,843742,CC1=CC(=CC=C1)NC(=S)NNC(=O)C2=CSC3=C2CCCC3,25.1189
4483,4189572,C1=CC(=NC=C1Br)NC(=S)NC(=O)C2=CC(=CN=C2)Br,0.630957
4484,1001459,C1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2NC(=O)C4=CC=C(O4)COC5=CC=CC=C5[N+](=O)[O-],17.7828
4485,7307102,CC1=CC(=NC=C1)NC(=O)C2=CC(=CC=C2)NC(=O)COC3=CC=CC=C3,17.7828
4486,11958435,CCN1C(=C2C=CC(=CC2=N1)C(=O)NCC3=CC=C(C=C3)OC(F)(F)F)OCC,25.1189
4487,11958436,CCN1C(=C2C=CC(=CC2=N1)C(=O)NCCC3=CC=CS3)OCC,2.23872
4488,11958437,CCOC1=C2C=CC(=CC2=NN1C)C(=O)NCCCCC3=CC=CC=C3,0.281838
4489,9563838,C1=CC=C2C(=C1)C(=CC(=N2)C3=CC=NC=C3)C(=O)N/N=C/C4=CC=C(O4)[N+](=O)[O-],14.1254
4490,11958447,COC1=CC=C(C=C1)CNC(=O)C2CC(=NO2)C3=CC(=CC=C3)[N+](=O)[O-],5.01187
4491,11958470,COC1=CC(=CC=C1)SCC2=NOC(=C2C(=O)O)C(=O)NCC3CCCO3,0.0251189
4492,11958486,CCN1C(=C2C=CC(=CC2=N1)C(=O)NCC3=CC4=C(C=C3)OCO4)OCC,15.8489
4493,11958508,C1COCCN1CCCNC(=O)C2=C(ON=C2CSC3=CC=C(C=C3)F)C(=O)NCC4=CC=CC=C4,10
4494,4385965,C1CC(OC1)CNC(=O)CC(C2=CC=CC=C2)C3=CC=CC=C3,11.2202
4495,1790695,COC1=CC=C(C=C1)C(=O)NC(=S)NNC(=O)CCC2=CC=CC=C2,15.8489
4496,1144666,CCOC1=CC=CC=C1NC2=NC(=CS2)C3=C(N=C(S3)NC(=O)C4=CC=CC=C4)C,19.9526
4497,11958561,C1C(ON=C1C2=CC=CC=C2[N+](=O)[O-])C(=O)NCCCCC3=CC=CC=C3,0.1
4498,11958572,CCCCN1C(=C2C=CC(=CC2=N1)C(=O)NC3CCCC4=CC=CC=C34)OCC,22.3872
4499,11958581,C1[C@H](N(CC12CC(=NO2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)C4=CC=CC=C4)C(=O)NCC(=O)N,31.6228
4500,6416317,C1=CC=C(C(=C1)CSC2=NC3=C(C4=CC=CC=C4NC5(O3)C6=C(C=CC(=C6)F)NC5=O)N=N2)F,14.1254
4501,11958618,CC1=C(SC(=N1)NC(=O)CCC=C)C2=CSC(=N2)NC3=CC=C(C=C3)Cl,17.7828
4502,5431585,CC1=C(C(=NN1CC2=CC=C(O2)C(=O)N/N=C\C3=CC(=CC=C3)Br)[N+](=O)[O-])Cl,25.1189
4503,11958676,COCCN1C(=C2C=CC(=CC2=N1)C(=O)NCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)OC,2.51189
4504,11958681,CN1C(=C2C=CC(=CC2=N1)C(=O)NC3CCCC4=CC=CC=C34)OCC=C,22.3872
4505,11958687,CCOC1=C2C=CC(=CC2=NN1C)C(=O)NCC3=CC=C(C=C3)OC(F)(F)F,3.16228
4506,11958688,CCOC1=C2C=CC(=CC2=NN1CCOC)C(=O)NCC3=CC=CC=C3,14.1254
4507,11958689,CCCN1C(=C2C=CC(=CC2=N1)C(=O)NCCC3=CC=C(C=C3)C)OCC,3.54813
4508,11958692,CCOC1=C2C=CC(=CC2=NN1C)C(=O)NC3CCCC4=CC=CC=C34,7.94328
4509,11958695,CCOC1=C2C=CC(=CC2=NN1CCOC)C(=O)NCC3=CC4=C(C=C3)OCO4,15.8489
4510,11958696,CCCN1C(=C2C=CC(=CC2=N1)C(=O)NCCCCC3=CC=CC=C3)OCC,7.94328
4511,11958699,CCN1C(=C2C=CC(=CC2=N1)C(=O)NCCCCC3=CC=CC=C3)OCC,0.794328
4512,2930095,C[N+]1=CN(C2=CC=CC=C21)CC(COCC3=CC=CC=C3)O.[I-],1.12202
4513,1123987,C1=CC=C2C(=C1)N(C3=CC=CC=C3S2)C(=O)CSC4=NN=C(O4)CNC5=CC=C(C=C5)F,7.07946
4514,3142835,C1C2CC3CC1CC(C2)(C3)C(=O)OCC4=NC5=CC=CC=C5N4,15.8489
4515,11958701,C1C2CC3CC1CC(C2)(C3)CCOC(=O)C[N+]4=CC=CC(=C4)C(=O)N.[Cl-],39.8107
4516,5754767,C=CCOC(=O)/C(=C\C1=CC=CC2=CC=CC=C21)/NC(=O)C3=CC=CC=C3,22.3872
4517,3202579,COC1=CC=C(C=C1)CN(C(C2=CC=NC=C2)C(=O)NC3CCCC3)C(=O)CC4=CC=CS4,5.01187
4518,3115294,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)Br)OC)C,2.51189
4519,3217849,CC1=CC(=CC(=C1)NC(=S)NC2CC3CCC(C2)N3CC4=CC=CO4)C,17.7828
4520,3218157,CC(C)CNC(=S)NC1CC2CCCC(C1)N2CC3=CC=CO3,1.99526
4521,3218175,CC1=CC(=CC=C1)NC(=S)NC2CC3CCCC(C2)N3CC4=CC=CS4,3.98107
4522,1068701,C1=CC=C(C=C1)C2=NN(C(=O)C3=CC=CC=C32)C4=CC(=C(C=C4)Cl)Cl,10
4523,11958705,CN(C)CC(CCCCC(CN(C)C)C(=O)C1=CC=C(C=C1)OC)C(=O)C2=CC=C(C=C2)OC.Cl,11.2202
4524,3224046,CC1=CC2=C(C=C1C)N=C(N2)CCN(C3CCCC3)C(=S)NCC(C)C,1.12202
4525,1430845,CC1=CC2=C(C=C1C)N=C(N2)C3CCN(CC3)CC4=NN=NN4CC5=CC=CC=C5,4.46684
4526,2980440,C1=CSC(=C1)C(=O)NCC(=O)NCC(=O)OCC2=C(C=C(C=C2)Cl)Cl,3.54813
4527,3153670,C1CCC(C1)NC(=O)C(C2=CC=C(C=C2)F)N(CC3=CC=C(C=C3)F)C(=O)C4=CC=NN4,25.1189
4528,3218172,COCCNC(=S)NC1CC2CCCC(C1)N2CC3=CC=CS3,0.398107
4529,3218156,CCNC(=S)NC1CC2CCCC(C1)N2CC3=CC=CO3,1.99526
4530,3096496,C1CC2=C(C(=NCCO)C1)NC3=C2C=C(C=C3)Br,1
4531,777053,CC1=CC=C(S1)/C=C\2/C(=O)C3=CC=CC=C3S2,15.8489
4532,5734740,CC1=CC(=C(C=C1)C)N/C(=N/C2=NC(=CC(=N2)C)C)/N,0.794328
4533,1451395,CC1=C(C(=CC=C1)NC(=O)CSC2=NC(=NC3=CC=CC=C32)COC4=CC=CC=C4)C,12.5893
4534,3190317,CC(C)(C)NC(=O)CN(CC1=CC=CS1)C(=O)C2COC3=CC=CC=C3O2,6.30957
4535,11958710,CC[N+]1=C(SC2=C1C=C(C=C2)Cl)/C=C/N(C)C3=CC=CC=C3.[O-]Cl(=O)(=O)=O,0.0112202
4536,5765850,CC1(CC2=CC=CC=C2/C(=C/C(=O)C3=CC=C(C=C3)OC)/N1C)C,0.281838
4537,1454811,CC1=CC2=C(C=C1C)N=C(N2)CCN(CC3=CN=CC=C3)C(=S)NC4=CC=C(C=C4)OC,11.2202
4538,3223978,CC1=CC2=C(C=C1)N=C(N2)C3CCCN(C3)C(=S)NC4=CC=CC=C4C,1.99526
4539,11958711,CC1=CC2=C(C=C1)N=C(N2)CC3=CC=C(C=C3)N.Cl,3.98107
4540,3168482,CC1=CC=C(C=C1)OCC(=O)NNC(=O)CSC2=C3C=C(C=CC3=NC(=C2)C)OC,1.99526
4541,9595202,COC1=C(C=C(C=C1)C(=O)N/N=C/2\N(C(=O)CS2)CC3=CC4=C(C=C3)OCO4)OC,15.8489
4542,3217838,CCC1=CC=CC=C1NC(=S)NC2CC3CCC(C2)N3CC4=CC=CO4,14.1254
4543,11958713,CN(C)C1=CC=[N+](C=C1)CC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl.[Cl-],0.125893
4544,11958714,CC1=CC=[N+](C=C1)CC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl.[Cl-],0.223872
4545,3153715,COC1=CC=C(C=C1)CCN(C(C2=CC=CS2)C(=O)NC3CCCC3)C(=O)C(F)(F)F,25.1189
4546,3219098,COC1=CC=C(C=C1)CN(C(C2=CC3=C(C=C2)N=CC=C3)C(=O)NC4CCCCC4)C(=O)C5=CC=CS5,0.0177828
4547,788657,CC1=CC2=CC(=C(N=C2C=C1C)Cl)C=O,7.07946
4548,1078740,CC(C)(C)C1=CC=C(C=C1)C(=O)N2CCC(CC2)C(=O)NCCC3=CCCCC3,22.3872
4549,3211246,CC1=CC=C(C=C1)C(C(=O)NC2CCCCC2)N(CC3CCCO3)C(=O)CNC(=O)C4=CC=CS4,10
4550,3119182,C1=CC=C(C=C1)C(C2=C(C=CC(=C2)Br)NC(=O)C3=CC=CC=C3Br)NCC(=O)NN,7.94328
4551,5771062,CC1CCC2=C(N1C(=O)CSC3=NC4=C(C5=C(N4)C=CC(=C5)F)N=N3)C=CC(=C2)F,14.1254
4552,3180841,CC(C)CC(C(=O)NCC1CCCO1)N(C2=CC=CC(=C2)C(F)(F)F)C(=O)CN3N=C(N=N3)C4=CC=C(C=C4)F,12.5893
4553,3217771,CC(C)CNC(=S)NC1CC2CCC(C1)N2CC3=CC=CC=C3,1.41254
4554,9557099,CN1C=CC=C1C2=NNC(=C2)C(=O)N/N=C/C3=CC(=CC=C3)OC,0.00794328
4555,3098751,C1=CC=C(C=C1)CC2C(=O)N(C(=NC3=CC=CC=C3)S2)C4=CC=CC=C4,15.8489
4556,5348064,CC1=CC=C(C=C1)NC(=O)/C(=C\C2=CC3=C(C=C2)OCO3)/NC(=O)C4=CC=CO4,15.8489
4557,3202484,C1CCC(C1)NC(=O)C(C2=CSC=C2)N(CC3=CC=CC=C3)C(=O)CC4=CC=CS4,12.5893
4558,2833597,C1C(C(=O)N(C1=O)C2=CC(=CC=C2)Cl)SC(=NC3=CC=CC=C3)NC4=CC=CC=C4,10
4559,11958724,CC[N+](CC)(CC#C)CC#CC1=CC(=CC=C1)Cl.[Br-],2.23872
4560,746923,CC1=C(SC(=C1C(=O)OC)NC(=O)C)CC2=CC=CC=C2,25.1189
4561,749449,CC1=C(C=C(C=C1)N2C(=CC(=C2C)C(=S)N3CCOCC3)C)C,22.3872
4562,3103509,CCCC(=O)NC(C(Cl)(Cl)Cl)NC1=CC=CC(=C1)C(F)(F)F,8.91251
4563,6034947,CC1=NC2=CC=CC=C2N1CC(=O)N/N=C\C=C\C3=CC=CC=C3,35.4813
4564,847266,C1COCCN1C(=NC2=CC(=C(C=C2)Cl)Cl)C3=CC=CC=C3,3.16228
4565,11958727,CCN\1C2=CC=CC=C2S/C1=C\C3=[N+](C4=C(C=CC=C4C=C3)C)CC.[I-],0.0707946
4566,2896625,CC1=C(SC(=C1C(=O)OC)NC(=O)CC2C(=O)NC3=CC=CC=C3N2)C,25.1189
4567,5768774,CC1=CC2=C(C=C1)N=C(N2)/C(=C\C3=CC=C(C=C3)OC(=O)C4=CC=CS4)/C#N,3.54813
4568,704595,COC1=C(C=C(C=C1)CCNC2=NC(=CS2)C3=CN=CC=C3)OC,7.07946
4569,3103429,C1=CC=C(C=C1)CCNC(C(Cl)(Cl)Cl)NC(=O)CC2=CC=CC=C2,14.1254
4570,784576,C1=CC(=CN=C1)C2=NOC(=N2)CC3=CC=C(C=C3)Cl,1.77828
4571,3206680,COC1=CC=C(C=C1)NC(=O)CSC2=NC3=CC=CC=C3C=C2CC4=CC=CC=C4,0.199526
4572,3111056,CCCCCCCCCCCC(=O)NC(C(C1=CC(=CC=C1)[N+](=O)[O-])O)C(=O)OCC,14.1254
4573,3090378,CC(C)CC(=O)NC(C(Cl)(Cl)Cl)SC1=CC=C(C=C1)Cl,15.8489
